INSERT INTO PRODUZIONE (MINUTAGGIO, COD_REGISTA) VALUES
(45, 130),
(66, 453),
(76, 204),
(47, 710),
(32, 729),
(63, 723),
(40, 305),
(43, 170),
(45, 947),
(55, 809),
(40, 12),
(46, 812),
(65, 539),
(28, 285),
(62, 972),
(26, 407),
(56, 90),
(64, 405),
(79, 113),
(67, 810),
(29, 737),
(29, 925),
(29, 491),
(32, 11),
(47, 77),
(74, 891),
(59, 967),
(80, 306),
(54, 608),
(59, 636),
(20, 38),
(42, 850),
(29, 37),
(33, 942),
(52, 329),
(20, 594),
(29, 218),
(30, 699),
(78, 561),
(33, 770),
(36, 945),
(45, 233),
(55, 996),
(37, 326),
(67, 420),
(47, 705),
(45, 601),
(76, 908),
(45, 23),
(52, 592),
(23, 517),
(46, 858),
(38, 875),
(43, 695),
(72, 410),
(75, 785),
(72, 325),
(43, 414),
(36, 638),
(20, 167),
(56, 729),
(69, 608),
(43, 954),
(78, 865),
(68, 683),
(68, 712),
(58, 863),
(57, 760),
(28, 956),
(45, 193),
(46, 677),
(30, 86),
(50, 793),
(27, 878),
(68, 675),
(37, 477),
(65, 981),
(43, 744),
(34, 523),
(66, 268),
(48, 135),
(36, 225),
(67, 185),
(63, 944),
(57, 58),
(58, 67),
(35, 201),
(64, 312),
(57, 306),
(34, 853),
(77, 665),
(77, 711),
(46, 598),
(25, 9),
(53, 431),
(27, 378),
(69, 119),
(30, 30),
(61, 791),
(27, 241),
(76, 583),
(39, 390),
(36, 794),
(32, 359),
(46, 217),
(50, 546),
(53, 455),
(24, 174),
(66, 7),
(32, 586),
(32, 185),
(60, 134),
(31, 672),
(54, 788),
(56, 449),
(23, 488),
(62, 2),
(64, 466),
(66, 1006),
(74, 609),
(30, 3),
(80, 131),
(48, 564),
(33, 512),
(48, 319),
(52, 755),
(56, 620),
(53, 350),
(55, 442),
(59, 312),
(31, 136),
(28, 551),
(76, 936),
(37, 34),
(71, 954),
(66, 777),
(36, 172),
(46, 630),
(73, 207),
(78, 21),
(38, 525),
(51, 743),
(68, 725),
(49, 493),
(41, 682),
(49, 221),
(35, 890),
(60, 812),
(66, 283),
(54, 96),
(64, 625),
(38, 215),
(32, 445),
(51, 136),
(27, 786),
(80, 380),
(30, 493),
(36, 941),
(27, 518),
(78, 65),
(66, 787),
(77, 305),
(73, 470),
(32, 931),
(70, 407),
(23, 531),
(22, 370),
(61, 771),
(25, 381),
(78, 971),
(22, 867),
(80, 118),
(58, 329),
(59, 245),
(77, 365),
(31, 539),
(39, 966),
(69, 802),
(46, 96),
(55, 987),
(43, 321),
(76, 630),
(60, 472),
(36, 458),
(70, 278),
(24, 864),
(72, 242),
(64, 551),
(62, 509),
(80, 909),
(67, 845),
(27, 237),
(26, 1020),
(71, 813),
(22, 717),
(63, 61),
(54, 830),
(38, 425),
(59, 706),
(75, 511),
(27, 439),
(44, 295),
(68, 991),
(58, 428),
(31, 553),
(20, 64),
(76, 194),
(50, 634),
(29, 575),
(60, 22),
(68, 271),
(70, 460),
(22, 807),
(37, 870),
(34, 142),
(39, 625),
(72, 429),
(68, 179),
(53, 528),
(55, 535),
(49, 86),
(76, 72),
(73, 952),
(52, 153),
(26, 286),
(65, 31),
(46, 260),
(75, 862),
(22, 433),
(27, 458),
(69, 279),
(24, 544),
(27, 934),
(44, 915),
(53, 815),
(80, 190),
(34, 531),
(36, 294),
(20, 284),
(28, 836),
(29, 398),
(40, 678),
(67, 934),
(20, 809),
(50, 875),
(58, 630),
(77, 492),
(54, 490),
(63, 759),
(56, 442),
(68, 883),
(71, 76),
(74, 616),
(61, 473),
(56, 72),
(78, 819),
(60, 612),
(65, 667),
(31, 545),
(32, 47),
(54, 412),
(74, 43),
(37, 387),
(70, 545),
(57, 412),
(51, 9),
(78, 586),
(53, 448),
(52, 351),
(45, 217),
(37, 724),
(38, 800),
(61, 879),
(33, 11),
(79, 429),
(80, 957),
(63, 381),
(55, 374),
(54, 819),
(65, 503),
(69, 468),
(31, 156),
(52, 74),
(61, 52),
(63, 420),
(30, 700),
(75, 208),
(53, 365),
(27, 1020),
(20, 379),
(61, 808),
(77, 478),
(72, 362),
(30, 472),
(44, 119),
(35, 626),
(26, 134),
(37, 190),
(25, 313),
(53, 320),
(60, 771),
(59, 985),
(62, 972),
(20, 669),
(42, 452),
(55, 614),
(58, 923),
(75, 39),
(42, 532),
(30, 613),
(21, 242),
(56, 482),
(25, 960),
(48, 127),
(46, 216),
(30, 629),
(68, 855),
(33, 109),
(25, 360),
(46, 258),
(43, 225),
(79, 112),
(71, 617),
(25, 560),
(74, 892),
(76, 263),
(57, 1022),
(47, 370),
(42, 94),
(28, 277),
(58, 410),
(54, 230),
(34, 344),
(21, 72),
(52, 53),
(77, 318),
(40, 739),
(20, 695),
(52, 822),
(44, 817),
(29, 393),
(61, 345),
(23, 329),
(39, 166),
(21, 612),
(74, 603),
(54, 502),
(56, 506),
(57, 633),
(59, 706),
(42, 402),
(59, 248),
(79, 400),
(73, 348),
(48, 1001),
(26, 301),
(41, 347),
(51, 91),
(62, 914),
(34, 890),
(64, 313),
(47, 133),
(26, 737),
(53, 738),
(42, 79),
(39, 86),
(35, 20),
(23, 530),
(31, 481),
(21, 881),
(27, 847),
(20, 773),
(26, 162),
(55, 364),
(27, 35),
(79, 1007),
(79, 688),
(21, 702),
(41, 94),
(69, 981),
(62, 383),
(68, 895),
(24, 845),
(65, 187),
(41, 29),
(57, 763),
(74, 53),
(58, 820),
(55, 562),
(63, 266),
(31, 358),
(47, 57),
(35, 809),
(65, 696),
(46, 694),
(56, 610),
(77, 28),
(31, 407),
(28, 559),
(61, 229),
(58, 485),
(59, 618),
(65, 905),
(28, 470),
(34, 827),
(61, 704),
(62, 253),
(45, 224),
(64, 452),
(73, 161),
(74, 293),
(45, 98),
(21, 403),
(55, 773),
(72, 403),
(68, 738),
(31, 273),
(34, 437),
(40, 188),
(69, 251),
(66, 426),
(56, 1005),
(35, 346),
(40, 807),
(33, 400),
(24, 524),
(28, 932),
(21, 957),
(52, 350),
(65, 477),
(71, 992),
(34, 761),
(25, 182),
(75, 472),
(42, 820),
(32, 65),
(53, 250),
(55, 72),
(49, 859),
(74, 867),
(79, 620),
(78, 878),
(27, 807),
(62, 490),
(41, 11),
(37, 127),
(74, 306),
(54, 901),
(31, 601),
(66, 85),
(59, 363),
(62, 824),
(53, 772),
(44, 178),
(77, 987),
(72, 740),
(74, 854),
(36, 305),
(56, 619),
(41, 49),
(60, 778),
(80, 506),
(58, 585),
(36, 106),
(59, 736),
(21, 115),
(57, 287),
(45, 101),
(47, 179),
(49, 313),
(31, 240),
(42, 159),
(66, 533),
(35, 964),
(77, 527),
(40, 101),
(30, 594),
(61, 923),
(51, 836),
(58, 152),
(67, 480),
(69, 842),
(61, 818),
(22, 934),
(48, 64),
(58, 11),
(80, 583),
(79, 227),
(72, 159),
(57, 100),
(63, 646),
(70, 2),
(34, 510),
(77, 175),
(77, 587),
(54, 897),
(57, 601),
(53, 722),
(71, 399),
(28, 107),
(57, 778),
(47, 871),
(38, 923),
(26, 855),
(71, 328),
(78, 462),
(24, 425),
(38, 805),
(45, 879),
(23, 197),
(37, 994),
(52, 716),
(56, 205),
(71, 720),
(73, 340),
(74, 57),
(22, 747),
(37, 122),
(50, 179),
(51, 38),
(34, 699),
(72, 290),
(22, 819),
(79, 278),
(39, 259),
(31, 669),
(50, 481),
(36, 984),
(40, 688),
(40, 258),
(44, 968),
(34, 496),
(80, 356),
(64, 842),
(64, 905),
(56, 657),
(77, 868),
(31, 193),
(53, 329),
(47, 19),
(52, 292),
(39, 694),
(46, 82),
(78, 599),
(66, 367),
(52, 4),
(27, 179),
(76, 372),
(43, 639),
(51, 698),
(64, 508),
(47, 93),
(70, 477),
(23, 169),
(74, 93),
(55, 363),
(27, 705),
(74, 206),
(45, 647),
(45, 61),
(59, 390),
(73, 466),
(21, 481),
(48, 379),
(47, 656),
(43, 269),
(26, 362),
(37, 410),
(73, 564),
(57, 87),
(70, 584),
(69, 738),
(77, 821),
(24, 48),
(54, 758),
(80, 345),
(35, 783),
(78, 325),
(55, 951),
(48, 651),
(37, 817),
(39, 410),
(31, 195),
(67, 462),
(24, 440),
(62, 834),
(55, 565),
(49, 990),
(22, 136),
(78, 753),
(35, 246),
(21, 219),
(66, 262),
(40, 508),
(79, 697),
(48, 427),
(54, 335),
(23, 646),
(39, 55),
(59, 447),
(56, 29),
(40, 709),
(77, 152),
(78, 387),
(42, 606),
(47, 119),
(44, 729),
(27, 454),
(80, 967),
(33, 941),
(21, 945),
(55, 909),
(62, 522),
(77, 64),
(67, 584),
(29, 224),
(48, 522),
(34, 433),
(77, 49),
(76, 890),
(57, 489),
(49, 372),
(72, 722),
(35, 648),
(63, 351),
(29, 428),
(67, 1014),
(80, 146),
(23, 1020),
(51, 558),
(56, 887),
(57, 170),
(46, 117),
(65, 616),
(27, 55),
(76, 872),
(78, 332),
(64, 550),
(55, 726),
(25, 655),
(63, 813),
(68, 550),
(43, 612),
(70, 304),
(67, 192),
(61, 438),
(78, 569),
(42, 574),
(53, 733),
(43, 2),
(59, 558),
(72, 915),
(36, 700),
(29, 360),
(76, 1029),
(35, 182),
(28, 485),
(65, 265),
(80, 743),
(70, 721),
(21, 100),
(73, 390),
(77, 881),
(65, 739),
(59, 823),
(56, 670),
(70, 533),
(44, 547),
(52, 50),
(24, 592),
(35, 233),
(40, 129),
(54, 534),
(40, 655),
(56, 100),
(56, 823),
(42, 261),
(71, 131),
(25, 959),
(57, 192),
(29, 548),
(70, 639),
(57, 464),
(52, 863),
(55, 405),
(37, 453),
(75, 117),
(65, 140),
(23, 266),
(44, 51),
(74, 660),
(22, 525),
(31, 948),
(28, 845),
(20, 244),
(29, 144),
(44, 608),
(64, 883),
(68, 599),
(75, 825),
(75, 711),
(27, 128),
(80, 752),
(46, 1028),
(54, 312),
(72, 888),
(71, 537),
(68, 91),
(30, 859),
(46, 262),
(78, 925),
(20, 650),
(48, 493),
(72, 775),
(69, 858),
(24, 582),
(45, 262),
(44, 651),
(33, 819),
(20, 1024),
(65, 295),
(27, 920),
(54, 579),
(33, 90),
(36, 386),
(77, 380),
(22, 366),
(47, 557),
(52, 566),
(23, 653),
(26, 300),
(70, 810),
(62, 828),
(78, 167),
(55, 113),
(24, 646),
(44, 204),
(36, 700),
(43, 856),
(25, 955),
(54, 636),
(34, 854),
(79, 1008),
(80, 517),
(80, 412),
(53, 201),
(46, 913),
(35, 1014),
(77, 57),
(63, 117),
(56, 87),
(75, 570),
(57, 964),
(43, 461),
(67, 723),
(80, 485),
(79, 893),
(45, 160),
(40, 364),
(63, 40),
(80, 552),
(48, 814),
(72, 579),
(31, 950),
(76, 155),
(50, 142),
(66, 665),
(28, 489),
(34, 356),
(61, 77),
(55, 776),
(57, 713),
(46, 677),
(50, 487),
(72, 463),
(78, 417),
(41, 127),
(59, 487),
(40, 108),
(32, 44),
(49, 506),
(61, 897),
(51, 629),
(25, 598),
(37, 399),
(62, 918),
(31, 429),
(70, 497),
(70, 415),
(31, 467),
(57, 303),
(30, 423),
(42, 233),
(80, 298),
(27, 442),
(42, 496),
(80, 450),
(77, 383),
(60, 171),
(22, 732),
(59, 468),
(24, 125),
(49, 251),
(58, 101),
(78, 1015),
(69, 235),
(37, 17),
(54, 661),
(80, 37),
(48, 74),
(53, 380),
(60, 467),
(34, 294),
(20, 908),
(63, 136),
(77, 436),
(69, 705),
(27, 213),
(43, 482),
(35, 579),
(46, 488),
(80, 733),
(49, 267),
(62, 79),
(80, 805),
(54, 589),
(72, 590),
(74, 493),
(24, 636),
(52, 872),
(20, 559),
(53, 1012),
(74, 914),
(30, 839),
(67, 281),
(64, 78),
(31, 246),
(33, 89),
(77, 1022),
(44, 554),
(51, 31),
(45, 759),
(39, 619),
(65, 836),
(27, 688),
(23, 627),
(47, 295),
(48, 44),
(71, 1024),
(42, 166),
(53, 987),
(33, 974),
(67, 175),
(28, 152),
(54, 112),
(22, 23),
(21, 856),
(73, 144),
(79, 253),
(40, 373),
(39, 944),
(35, 431),
(78, 462),
(52, 447),
(41, 1016),
(72, 850),
(80, 335),
(34, 726),
(47, 189),
(33, 194),
(80, 205),
(52, 885),
(75, 85),
(29, 38),
(78, 119),
(56, 491),
(50, 578),
(80, 391),
(51, 566),
(75, 217),
(79, 451),
(36, 362),
(34, 694),
(31, 873),
(70, 618),
(63, 375),
(32, 793),
(71, 371),
(52, 751),
(25, 176),
(25, 993),
(63, 588),
(67, 651),
(55, 119),
(79, 693),
(36, 1009),
(80, 924),
(42, 315),
(73, 841),
(58, 840),
(47, 3),
(58, 394),
(40, 100),
(33, 536),
(56, 802),
(37, 632),
(20, 901),
(38, 413),
(37, 843),
(60, 150),
(39, 621),
(39, 825),
(68, 442),
(57, 398),
(61, 698),
(53, 472),
(33, 727),
(27, 739),
(48, 926),
(20, 359),
(77, 884),
(27, 753),
(51, 704),
(26, 48),
(24, 118),
(52, 374),
(47, 868),
(80, 619),
(23, 328),
(80, 695),
(31, 1017),
(30, 299),
(22, 209),
(22, 910),
(26, 767),
(26, 329),
(20, 479),
(51, 469),
(26, 725),
(67, 907),
(80, 472),
(57, 778),
(58, 58),
(44, 84),
(38, 844),
(25, 275),
(32, 785),
(50, 272),
(33, 62),
(20, 873),
(77, 53),
(50, 643),
(60, 374),
(75, 111),
(67, 397),
(51, 883),
(71, 21),
(75, 752),
(51, 316),
(31, 484),
(46, 47),
(42, 9),
(25, 284),
(54, 242),
(22, 673),
(57, 404),
(74, 58),
(39, 983),
(56, 763),
(26, 931),
(74, 998),
(31, 835),
(64, 772),
(30, 347),
(41, 545),
(38, 511),
(25, 973),
(40, 952),
(38, 236),
(56, 415),
(72, 576),
(71, 370),
(66, 210),
(34, 567),
(37, 473),
(49, 882),
(25, 197),
(22, 42),
(23, 945),
(25, 939),
(29, 141),
(73, 1004),
(47, 185),
(60, 757),
(43, 940),
(68, 127),
(72, 468),
(75, 638),
(24, 954),
(52, 731),
(20, 360),
(42, 69),
(50, 91),
(29, 95),
(49, 768),
(68, 310),
(26, 619),
(79, 765),
(64, 390),
(65, 882),
(53, 88),
(39, 141),
(29, 618),
(21, 852),
(68, 329),
(51, 306),
(49, 212),
(72, 743),
(56, 827),
(61, 892),
(34, 884),
(34, 105),
(58, 667),
(35, 1020),
(63, 256),
(21, 816),
(35, 48),
(73, 56),
(71, 304),
(42, 943),
(72, 826),
(61, 310),
(64, 256),
(38, 566),
(79, 61),
(37, 254),
(44, 147),
(52, 131),
(39, 956),
(36, 517),
(47, 60),
(55, 757),
(73, 691),
(31, 270),
(27, 563),
(44, 991),
(74, 246),
(48, 265),
(46, 51),
(36, 778),
(57, 324),
(54, 974),
(70, 570),
(20, 290),
(43, 772),
(76, 351),
(75, 474),
(53, 88),
(29, 690),
(65, 811),
(28, 821),
(67, 624),
(74, 245),
(40, 219),
(64, 280),
(80, 996),
(49, 110),
(61, 60),
(60, 749),
(59, 341),
(65, 829),
(61, 939),
(20, 685),
(70, 988),
(33, 63),
(51, 409),
(62, 994),
(50, 156),
(30, 87),
(35, 48),
(36, 173),
(78, 362),
(55, 186),
(31, 991),
(51, 400),
(29, 629),
(42, 314),
(26, 229),
(57, 132),
(30, 833),
(72, 299),
(67, 483),
(77, 800),
(38, 774),
(41, 818),
(58, 962),
(64, 273),
(65, 551),
(41, 2),
(24, 861),
(37, 968),
(58, 576),
(36, 525),
(49, 184),
(67, 1008),
(65, 71),
(44, 478),
(53, 505),
(79, 218),
(26, 873),
(52, 432),
(72, 791),
(51, 20),
(22, 822),
(50, 534),
(22, 892),
(30, 778),
(23, 231),
(73, 235),
(63, 917),
(79, 249),
(51, 115),
(62, 82),
(23, 501),
(36, 964),
(62, 413),
(68, 25),
(40, 2),
(40, 95),
(74, 682),
(67, 29),
(75, 109),
(39, 659),
(67, 504),
(40, 780),
(59, 536),
(20, 775),
(80, 919),
(70, 468),
(56, 307),
(60, 688),
(24, 100),
(36, 237),
(57, 929),
(75, 501),
(33, 553),
(22, 979),
(45, 652),
(37, 326),
(52, 182),
(65, 674),
(66, 559),
(49, 33),
(27, 694),
(21, 679),
(51, 34),
(46, 220),
(47, 510),
(25, 966),
(31, 165),
(60, 198),
(59, 630),
(76, 348),
(73, 108),
(42, 168),
(48, 180),
(47, 106),
(62, 740),
(70, 456),
(37, 169),
(33, 327),
(64, 653),
(77, 87),
(36, 183),
(24, 651),
(32, 629),
(51, 704),
(23, 682),
(75, 169),
(45, 454),
(33, 928),
(52, 376),
(29, 794),
(74, 757),
(71, 594),
(65, 74),
(49, 972),
(28, 109),
(25, 212),
(32, 733),
(25, 7),
(77, 261),
(48, 217),
(79, 601),
(45, 818),
(76, 103),
(72, 155),
(73, 830),
(56, 331),
(65, 37),
(50, 47),
(40, 893),
(37, 4),
(36, 833),
(27, 66),
(53, 541),
(24, 234),
(69, 480),
(64, 492),
(20, 935),
(72, 913),
(62, 59),
(42, 13),
(23, 643),
(61, 823),
(39, 957),
(23, 97),
(36, 419),
(64, 988),
(79, 92),
(79, 250),
(49, 115),
(43, 383),
(54, 468),
(48, 777),
(47, 684),
(31, 211),
(48, 804),
(22, 493),
(57, 1005),
(65, 763),
(50, 358),
(52, 903),
(76, 924),
(58, 1008),
(74, 95),
(24, 234),
(79, 535),
(41, 356),
(45, 1010),
(54, 421),
(24, 795),
(44, 155),
(42, 102),
(38, 858),
(61, 471),
(32, 590),
(52, 745),
(60, 474),
(65, 148),
(74, 543),
(64, 580),
(65, 427),
(52, 403),
(28, 582),
(30, 361),
(80, 1016),
(58, 760),
(67, 803),
(27, 247),
(72, 155),
(68, 147),
(35, 285),
(26, 421),
(58, 335),
(56, 967),
(51, 390),
(73, 393),
(79, 679),
(71, 751),
(71, 947),
(39, 516),
(77, 450),
(63, 118),
(21, 225),
(77, 155),
(49, 792),
(74, 627),
(22, 329),
(46, 672),
(23, 793),
(45, 475),
(33, 804),
(60, 35),
(53, 448),
(70, 83),
(53, 257),
(44, 399),
(36, 832),
(51, 983),
(31, 425),
(33, 286),
(43, 339),
(63, 232),
(62, 216),
(51, 885),
(79, 816),
(73, 892),
(66, 233),
(41, 187),
(35, 429),
(31, 210),
(23, 462),
(32, 1019),
(21, 176),
(73, 286),
(43, 254),
(30, 333),
(45, 823),
(60, 712),
(25, 46),
(33, 665),
(47, 461),
(45, 909),
(24, 226),
(64, 109),
(30, 952),
(23, 570),
(74, 843),
(39, 804),
(30, 92),
(60, 432),
(43, 635),
(51, 406),
(34, 772),
(20, 718),
(63, 713),
(70, 368),
(38, 734),
(75, 548),
(50, 528),
(38, 175),
(71, 468),
(46, 381),
(73, 952),
(29, 314),
(61, 165),
(53, 196),
(23, 882),
(76, 829),
(70, 764),
(57, 83),
(42, 555),
(50, 40),
(26, 383),
(28, 1021),
(20, 103),
(37, 733),
(29, 616),
(76, 407),
(45, 313),
(78, 216),
(75, 252),
(20, 744),
(80, 155),
(57, 575),
(54, 287),
(40, 604),
(33, 140),
(49, 887),
(38, 898),
(72, 519),
(36, 154),
(34, 993),
(74, 100),
(51, 564),
(57, 56),
(28, 270),
(65, 59),
(21, 220),
(35, 24),
(61, 373),
(63, 45),
(69, 132),
(75, 741),
(46, 373),
(79, 899),
(75, 244),
(32, 571),
(42, 451),
(71, 201),
(28, 982),
(68, 135),
(41, 812),
(34, 658),
(54, 674),
(24, 752),
(71, 823),
(29, 803),
(44, 46),
(69, 39),
(60, 1003),
(61, 540),
(33, 959),
(68, 878),
(53, 540),
(76, 522),
(77, 206),
(57, 500),
(21, 462),
(55, 547),
(34, 166),
(40, 17),
(33, 239),
(70, 233),
(54, 910),
(72, 495),
(69, 372),
(51, 612),
(32, 403),
(69, 474),
(59, 1018),
(39, 345),
(78, 1021),
(72, 947),
(30, 755),
(24, 929),
(64, 1005),
(30, 132),
(46, 78),
(48, 414),
(42, 441),
(46, 769),
(70, 632),
(80, 582),
(70, 330),
(41, 996),
(68, 471),
(79, 775),
(68, 867),
(52, 902),
(42, 660),
(56, 938),
(69, 95),
(67, 358),
(27, 348),
(38, 1016),
(53, 818),
(28, 760),
(51, 1009),
(46, 908),
(63, 403),
(47, 771),
(67, 859),
(42, 637),
(53, 1003),
(31, 80),
(76, 83),
(74, 897),
(22, 852),
(37, 411),
(44, 270),
(46, 325),
(21, 82),
(35, 494),
(21, 80),
(22, 832),
(63, 360),
(20, 807),
(64, 521),
(53, 463),
(30, 330),
(30, 361),
(25, 536),
(25, 588),
(69, 625),
(75, 959),
(49, 465),
(36, 696),
(44, 884),
(76, 89),
(59, 732),
(33, 1020),
(30, 577),
(51, 546),
(72, 60),
(65, 1002),
(68, 394),
(62, 760),
(32, 285),
(54, 410),
(79, 594),
(61, 228),
(69, 845),
(70, 957),
(40, 139),
(71, 386),
(28, 336),
(44, 422),
(57, 186),
(27, 252),
(62, 111),
(51, 727),
(46, 232),
(66, 183),
(35, 133),
(70, 112),
(67, 504),
(64, 618),
(26, 497),
(24, 91),
(35, 212),
(63, 974),
(40, 324),
(25, 51),
(56, 688),
(39, 800),
(23, 991),
(61, 690),
(30, 366),
(32, 11),
(30, 345),
(57, 685),
(43, 23),
(55, 717),
(39, 334),
(20, 336),
(78, 7),
(29, 894),
(40, 250),
(39, 278),
(39, 879),
(33, 323),
(45, 86),
(55, 1016),
(37, 802),
(58, 772),
(51, 115),
(51, 394),
(44, 629),
(77, 470),
(79, 779),
(53, 562),
(49, 993),
(61, 723),
(39, 954),
(75, 336),
(66, 160),
(33, 687),
(67, 358),
(21, 104),
(21, 979),
(20, 41),
(59, 199),
(48, 211),
(27, 508),
(34, 656),
(46, 692),
(46, 985),
(68, 854),
(46, 608),
(69, 439),
(77, 371),
(79, 650),
(41, 89),
(33, 509),
(20, 60),
(71, 787),
(25, 194),
(76, 400),
(47, 490),
(46, 912),
(42, 752),
(46, 860),
(63, 158),
(80, 810),
(41, 685),
(56, 156),
(35, 617),
(53, 597),
(77, 456),
(63, 265),
(48, 358),
(51, 1016),
(69, 251),
(51, 44),
(41, 382),
(52, 666),
(22, 172),
(39, 802),
(79, 876),
(46, 619),
(25, 439),
(72, 286),
(43, 248),
(39, 247),
(42, 492),
(55, 542),
(59, 170),
(66, 522),
(33, 358),
(43, 348),
(34, 331),
(21, 161),
(40, 396),
(34, 561),
(27, 222),
(46, 973),
(41, 733),
(56, 109),
(23, 787),
(66, 949),
(53, 844),
(77, 237),
(63, 1009),
(32, 748),
(42, 33),
(54, 429),
(57, 277),
(32, 37),
(79, 640),
(47, 26),
(20, 545),
(21, 259),
(47, 798),
(63, 965),
(79, 405),
(34, 1007),
(35, 413),
(73, 982),
(48, 713),
(63, 384),
(35, 325),
(64, 235),
(23, 73),
(43, 613),
(35, 191),
(27, 575),
(36, 945),
(66, 996),
(43, 231),
(22, 464),
(79, 633),
(56, 999),
(36, 450),
(39, 368),
(55, 801),
(63, 1025),
(20, 97),
(24, 517),
(59, 789),
(65, 14),
(41, 176),
(38, 71),
(26, 66),
(35, 761),
(56, 801),
(52, 311),
(29, 754),
(28, 666),
(77, 759),
(50, 561),
(22, 232),
(59, 236),
(78, 871),
(24, 99),
(65, 555),
(37, 591),
(67, 394),
(79, 963),
(77, 141),
(67, 364),
(78, 413),
(75, 217),
(52, 237),
(77, 609),
(77, 886),
(38, 103),
(55, 663),
(66, 878),
(26, 372),
(38, 233),
(74, 309),
(80, 178),
(54, 84),
(65, 273),
(53, 477),
(50, 678),
(33, 427),
(67, 589),
(67, 658),
(56, 550),
(26, 886),
(42, 144),
(48, 220),
(34, 147),
(60, 58),
(35, 533),
(20, 38),
(22, 847),
(45, 736),
(66, 379),
(40, 670),
(61, 437),
(41, 440),
(50, 946),
(49, 265),
(52, 360),
(73, 932),
(34, 963),
(79, 404),
(31, 727),
(66, 59),
(22, 588),
(76, 973),
(28, 665),
(22, 1003),
(56, 250),
(35, 141),
(65, 195),
(68, 517),
(46, 644),
(61, 975),
(66, 346),
(71, 355),
(47, 507),
(39, 963),
(80, 260),
(71, 266),
(37, 538),
(72, 876),
(38, 310),
(30, 225),
(74, 546),
(65, 752),
(44, 44),
(28, 712),
(64, 171),
(59, 938),
(36, 130),
(41, 148),
(51, 87),
(80, 497),
(36, 366),
(37, 522),
(58, 433),
(60, 885),
(31, 737),
(42, 665),
(41, 958),
(42, 136),
(76, 821),
(29, 669),
(43, 459),
(67, 314),
(55, 561),
(47, 153),
(45, 710),
(54, 510),
(39, 1026),
(61, 288),
(24, 430),
(60, 272),
(80, 843),
(56, 613),
(63, 220),
(79, 216),
(68, 266),
(56, 821),
(70, 324),
(76, 189),
(21, 346),
(46, 22),
(64, 240),
(20, 473),
(45, 123),
(79, 542),
(59, 408),
(61, 972),
(41, 21),
(35, 467),
(28, 1005),
(48, 907),
(73, 873),
(61, 215),
(57, 199),
(21, 717),
(32, 531),
(56, 923),
(34, 363),
(53, 304),
(64, 941),
(39, 417),
(48, 360),
(27, 308),
(70, 116),
(32, 62),
(63, 663),
(75, 948),
(54, 352),
(52, 756),
(36, 695),
(50, 339),
