INSERT INTO ISCRIZIONE (COD_PROD, DATA_PROIEZIONE, ORA, COD_SPETTATORE) VALUES
(11, '2024-09-05', '01:50', 9213),
(12, '2024-09-10', '04:24', 9213),
(13, '2024-09-06', '14:46', 9213),
(14, '2024-09-07', '22:26', 9213),
(15, '2024-09-01', '17:49', 9213),
(16, '2024-09-02', '10:26', 9213),
(17, '2024-09-05', '11:48', 9213),
(18, '2024-09-04', '05:54', 9213),
(19, '2024-09-06', '05:53', 9213),
(20, '2024-09-09', '20:23', 9213),
(21, '2024-09-01', '03:52', 9213),
(22, '2024-09-06', '05:22', 9213),
(23, '2024-09-01', '02:52', 9213),
(24, '2024-09-09', '21:23', 9213),
(25, '2024-09-01', '12:35', 9213),
(26, '2024-09-09', '18:09', 9213),
(27, '2024-09-07', '14:52', 9213),
(28, '2024-09-02', '07:07', 9213),
(29, '2024-09-09', '08:27', 9213),
(30, '2024-09-06', '12:34', 9213),
(31, '2024-09-08', '10:54', 9213),
(32, '2024-09-03', '09:23', 9213),
(33, '2024-09-09', '05:23', 9213),
(34, '2024-09-08', '09:55', 9213),
(35, '2024-09-07', '04:44', 9213),
(36, '2024-09-01', '00:53', 9213),
(37, '2024-09-06', '13:37', 9213),
(38, '2024-09-02', '08:57', 9213),
(39, '2024-09-08', '07:23', 9213),
(40, '2024-09-06', '23:36', 9213),
(41, '2024-09-10', '23:44', 9213),
(42, '2024-09-05', '13:36', 9213),
(43, '2024-09-04', '04:20', 9213),
(44, '2024-09-02', '02:44', 9213),
(45, '2024-09-05', '01:15', 9213),
(46, '2024-09-04', '20:23', 9213),
(47, '2024-09-10', '13:04', 9213),
(48, '2024-09-05', '21:12', 9213),
(49, '2024-09-01', '22:04', 9213),
(50, '2024-09-07', '12:45', 9213),
(51, '2024-09-04', '15:15', 9213),
(52, '2024-09-08', '20:43', 9213),
(53, '2024-09-05', '09:34', 9213),
(54, '2024-09-02', '16:17', 9213),
(55, '2024-09-03', '06:36', 9213),
(56, '2024-09-05', '08:46', 9213),
(57, '2024-09-04', '16:52', 9213),
(58, '2024-09-06', '12:14', 9213),
(59, '2024-09-07', '08:01', 9213),
(60, '2024-09-01', '19:34', 9213),
(61, '2024-09-06', '11:28', 9213),
(62, '2024-09-07', '07:01', 9213),
(63, '2024-09-06', '17:49', 9213),
(64, '2024-09-07', '17:59', 9213),
(65, '2024-09-06', '05:49', 9213),
(66, '2024-09-06', '09:34', 9213),
(67, '2024-09-06', '13:29', 9213),
(68, '2024-09-09', '02:38', 9213),
(69, '2024-09-02', '18:17', 9213),
(70, '2024-09-07', '02:31', 9213),
(71, '2024-09-07', '13:27', 9213),
(72, '2024-09-07', '06:04', 9213),
(73, '2024-09-01', '11:13', 9213),
(74, '2024-09-07', '10:18', 9213),
(75, '2024-09-08', '08:42', 9213),
(76, '2024-09-10', '18:36', 9213),
(77, '2024-09-07', '11:12', 9213),
(78, '2024-09-06', '06:23', 9213),
(79, '2024-09-05', '01:15', 9213),
(80, '2024-09-03', '10:53', 9213),
(81, '2024-09-04', '12:46', 9213),
(82, '2024-09-08', '17:23', 9213),
(83, '2024-09-03', '17:24', 9213),
(84, '2024-09-05', '05:32', 9213),
(85, '2024-09-01', '16:50', 9213),
(86, '2024-09-01', '21:27', 9213),
(87, '2024-09-08', '23:47', 9213),
(88, '2024-09-02', '18:59', 9213),
(89, '2024-09-04', '05:51', 9213),
(90, '2024-09-08', '02:16', 9213),
(91, '2024-09-06', '21:43', 9213),
(92, '2024-09-09', '07:44', 9213),
(93, '2024-09-01', '13:27', 9213),
(94, '2024-09-09', '06:22', 9213),
(95, '2024-09-05', '08:02', 9213),
(96, '2024-09-10', '01:47', 9213),
(97, '2024-09-07', '00:20', 9213),
(98, '2024-09-01', '17:23', 9213),
(99, '2024-09-06', '23:05', 9213),
(100, '2024-09-10', '12:51', 9213),
(1, '2024-09-08', '01:21', 9214),
(2, '2024-09-04', '18:24', 9214),
(3, '2024-09-01', '15:12', 9214),
(4, '2024-09-08', '03:30', 9214),
(5, '2024-09-10', '00:49', 9214),
(6, '2024-09-10', '16:31', 9214),
(7, '2024-09-04', '06:41', 9214),
(8, '2024-09-08', '02:53', 9214),
(9, '2024-09-05', '18:43', 9214),
(10, '2024-09-01', '15:29', 9214),
(11, '2024-09-05', '01:50', 9214),
(12, '2024-09-10', '04:24', 9214),
(13, '2024-09-06', '14:46', 9214),
(14, '2024-09-07', '22:26', 9214),
(15, '2024-09-01', '17:49', 9214),
(16, '2024-09-02', '10:26', 9214),
(17, '2024-09-05', '11:48', 9214),
(18, '2024-09-04', '05:54', 9214),
(19, '2024-09-06', '05:53', 9214),
(20, '2024-09-09', '20:23', 9214),
(21, '2024-09-01', '03:52', 9214),
(22, '2024-09-06', '05:22', 9214),
(23, '2024-09-01', '02:52', 9214),
(24, '2024-09-09', '21:23', 9214),
(25, '2024-09-01', '12:35', 9214),
(26, '2024-09-09', '18:09', 9214),
(27, '2024-09-07', '14:52', 9214),
(28, '2024-09-02', '07:07', 9214),
(29, '2024-09-09', '08:27', 9214),
(30, '2024-09-06', '12:34', 9214),
(31, '2024-09-08', '10:54', 9214),
(32, '2024-09-03', '09:23', 9214),
(33, '2024-09-09', '05:23', 9214),
(34, '2024-09-08', '09:55', 9214),
(35, '2024-09-07', '04:44', 9214),
(36, '2024-09-01', '00:53', 9214),
(37, '2024-09-06', '13:37', 9214),
(38, '2024-09-02', '08:57', 9214),
(39, '2024-09-08', '07:23', 9214),
(40, '2024-09-06', '23:36', 9214),
(41, '2024-09-10', '23:44', 9214),
(42, '2024-09-05', '13:36', 9214),
(43, '2024-09-04', '04:20', 9214),
(44, '2024-09-02', '02:44', 9214),
(45, '2024-09-05', '01:15', 9214),
(46, '2024-09-04', '20:23', 9214),
(47, '2024-09-10', '13:04', 9214),
(48, '2024-09-05', '21:12', 9214),
(49, '2024-09-01', '22:04', 9214),
(50, '2024-09-07', '12:45', 9214),
(51, '2024-09-04', '15:15', 9214),
(52, '2024-09-08', '20:43', 9214),
(53, '2024-09-05', '09:34', 9214),
(54, '2024-09-02', '16:17', 9214),
(55, '2024-09-03', '06:36', 9214),
(56, '2024-09-05', '08:46', 9214),
(57, '2024-09-04', '16:52', 9214),
(58, '2024-09-06', '12:14', 9214),
(59, '2024-09-07', '08:01', 9214),
(60, '2024-09-01', '19:34', 9214),
(61, '2024-09-06', '11:28', 9214),
(62, '2024-09-07', '07:01', 9214),
(63, '2024-09-06', '17:49', 9214),
(64, '2024-09-07', '17:59', 9214),
(65, '2024-09-06', '05:49', 9214),
(66, '2024-09-06', '09:34', 9214),
(67, '2024-09-06', '13:29', 9214),
(68, '2024-09-09', '02:38', 9214),
(69, '2024-09-02', '18:17', 9214),
(70, '2024-09-07', '02:31', 9214),
(71, '2024-09-07', '13:27', 9214),
(72, '2024-09-07', '06:04', 9214),
(73, '2024-09-01', '11:13', 9214),
(74, '2024-09-07', '10:18', 9214),
(75, '2024-09-08', '08:42', 9214),
(76, '2024-09-10', '18:36', 9214),
(77, '2024-09-07', '11:12', 9214),
(78, '2024-09-06', '06:23', 9214),
(79, '2024-09-05', '01:15', 9214),
(80, '2024-09-03', '10:53', 9214),
(81, '2024-09-04', '12:46', 9214),
(82, '2024-09-08', '17:23', 9214),
(83, '2024-09-03', '17:24', 9214),
(84, '2024-09-05', '05:32', 9214),
(85, '2024-09-01', '16:50', 9214),
(86, '2024-09-01', '21:27', 9214),
(87, '2024-09-08', '23:47', 9214),
(88, '2024-09-02', '18:59', 9214),
(89, '2024-09-04', '05:51', 9214),
(90, '2024-09-08', '02:16', 9214),
(91, '2024-09-06', '21:43', 9214),
(92, '2024-09-09', '07:44', 9214),
(93, '2024-09-01', '13:27', 9214),
(94, '2024-09-09', '06:22', 9214),
(95, '2024-09-05', '08:02', 9214),
(96, '2024-09-10', '01:47', 9214),
(97, '2024-09-07', '00:20', 9214),
(98, '2024-09-01', '17:23', 9214),
(99, '2024-09-06', '23:05', 9214),
(100, '2024-09-10', '12:51', 9214),
(1, '2024-09-08', '01:21', 9215),
(2, '2024-09-04', '18:24', 9215),
(3, '2024-09-01', '15:12', 9215),
(4, '2024-09-08', '03:30', 9215),
(5, '2024-09-10', '00:49', 9215),
(6, '2024-09-10', '16:31', 9215),
(7, '2024-09-04', '06:41', 9215),
(8, '2024-09-08', '02:53', 9215),
(9, '2024-09-05', '18:43', 9215),
(10, '2024-09-01', '15:29', 9215),
(11, '2024-09-05', '01:50', 9215),
(12, '2024-09-10', '04:24', 9215),
(13, '2024-09-06', '14:46', 9215),
(14, '2024-09-07', '22:26', 9215),
(15, '2024-09-01', '17:49', 9215),
(16, '2024-09-02', '10:26', 9215),
(17, '2024-09-05', '11:48', 9215),
(18, '2024-09-04', '05:54', 9215),
(19, '2024-09-06', '05:53', 9215),
(20, '2024-09-09', '20:23', 9215),
(21, '2024-09-01', '03:52', 9215),
(22, '2024-09-06', '05:22', 9215),
(23, '2024-09-01', '02:52', 9215),
(24, '2024-09-09', '21:23', 9215),
(25, '2024-09-01', '12:35', 9215),
(26, '2024-09-09', '18:09', 9215),
(27, '2024-09-07', '14:52', 9215),
(28, '2024-09-02', '07:07', 9215),
(29, '2024-09-09', '08:27', 9215),
(30, '2024-09-06', '12:34', 9215),
(31, '2024-09-08', '10:54', 9215),
(32, '2024-09-03', '09:23', 9215),
(33, '2024-09-09', '05:23', 9215),
(34, '2024-09-08', '09:55', 9215),
(35, '2024-09-07', '04:44', 9215),
(36, '2024-09-01', '00:53', 9215),
(37, '2024-09-06', '13:37', 9215),
(38, '2024-09-02', '08:57', 9215),
(39, '2024-09-08', '07:23', 9215),
(40, '2024-09-06', '23:36', 9215),
(41, '2024-09-10', '23:44', 9215),
(42, '2024-09-05', '13:36', 9215),
(43, '2024-09-04', '04:20', 9215),
(44, '2024-09-02', '02:44', 9215),
(45, '2024-09-05', '01:15', 9215),
(46, '2024-09-04', '20:23', 9215),
(47, '2024-09-10', '13:04', 9215),
(48, '2024-09-05', '21:12', 9215),
(49, '2024-09-01', '22:04', 9215),
(50, '2024-09-07', '12:45', 9215),
(51, '2024-09-04', '15:15', 9215),
(52, '2024-09-08', '20:43', 9215),
(53, '2024-09-05', '09:34', 9215),
(54, '2024-09-02', '16:17', 9215),
(55, '2024-09-03', '06:36', 9215),
(56, '2024-09-05', '08:46', 9215),
(57, '2024-09-04', '16:52', 9215),
(58, '2024-09-06', '12:14', 9215),
(59, '2024-09-07', '08:01', 9215),
(60, '2024-09-01', '19:34', 9215),
(61, '2024-09-06', '11:28', 9215),
(62, '2024-09-07', '07:01', 9215),
(63, '2024-09-06', '17:49', 9215),
(64, '2024-09-07', '17:59', 9215),
(65, '2024-09-06', '05:49', 9215),
(66, '2024-09-06', '09:34', 9215),
(67, '2024-09-06', '13:29', 9215),
(68, '2024-09-09', '02:38', 9215),
(69, '2024-09-02', '18:17', 9215),
(70, '2024-09-07', '02:31', 9215),
(71, '2024-09-07', '13:27', 9215),
(72, '2024-09-07', '06:04', 9215),
(73, '2024-09-01', '11:13', 9215),
(74, '2024-09-07', '10:18', 9215),
(75, '2024-09-08', '08:42', 9215),
(76, '2024-09-10', '18:36', 9215),
(77, '2024-09-07', '11:12', 9215),
(78, '2024-09-06', '06:23', 9215),
(79, '2024-09-05', '01:15', 9215),
(80, '2024-09-03', '10:53', 9215),
(81, '2024-09-04', '12:46', 9215),
(82, '2024-09-08', '17:23', 9215),
(83, '2024-09-03', '17:24', 9215),
(84, '2024-09-05', '05:32', 9215),
(85, '2024-09-01', '16:50', 9215),
(86, '2024-09-01', '21:27', 9215),
(87, '2024-09-08', '23:47', 9215),
(88, '2024-09-02', '18:59', 9215),
(89, '2024-09-04', '05:51', 9215),
(90, '2024-09-08', '02:16', 9215),
(91, '2024-09-06', '21:43', 9215),
(92, '2024-09-09', '07:44', 9215),
(93, '2024-09-01', '13:27', 9215),
(94, '2024-09-09', '06:22', 9215),
(95, '2024-09-05', '08:02', 9215),
(96, '2024-09-10', '01:47', 9215),
(97, '2024-09-07', '00:20', 9215),
(98, '2024-09-01', '17:23', 9215),
(99, '2024-09-06', '23:05', 9215),
(100, '2024-09-10', '12:51', 9215),
(1, '2024-09-08', '01:21', 9216),
(2, '2024-09-04', '18:24', 9216),
(3, '2024-09-01', '15:12', 9216),
(4, '2024-09-08', '03:30', 9216),
(5, '2024-09-10', '00:49', 9216),
(6, '2024-09-10', '16:31', 9216),
(7, '2024-09-04', '06:41', 9216),
(8, '2024-09-08', '02:53', 9216),
(9, '2024-09-05', '18:43', 9216),
(10, '2024-09-01', '15:29', 9216),
(11, '2024-09-05', '01:50', 9216),
(12, '2024-09-10', '04:24', 9216),
(13, '2024-09-06', '14:46', 9216),
(14, '2024-09-07', '22:26', 9216),
(15, '2024-09-01', '17:49', 9216),
(16, '2024-09-02', '10:26', 9216),
(17, '2024-09-05', '11:48', 9216),
(18, '2024-09-04', '05:54', 9216),
(19, '2024-09-06', '05:53', 9216),
(20, '2024-09-09', '20:23', 9216),
(21, '2024-09-01', '03:52', 9216),
(22, '2024-09-06', '05:22', 9216),
(23, '2024-09-01', '02:52', 9216),
(24, '2024-09-09', '21:23', 9216),
(25, '2024-09-01', '12:35', 9216),
(26, '2024-09-09', '18:09', 9216),
(27, '2024-09-07', '14:52', 9216),
(28, '2024-09-02', '07:07', 9216),
(29, '2024-09-09', '08:27', 9216),
(30, '2024-09-06', '12:34', 9216),
(31, '2024-09-08', '10:54', 9216),
(32, '2024-09-03', '09:23', 9216),
(33, '2024-09-09', '05:23', 9216),
(34, '2024-09-08', '09:55', 9216),
(35, '2024-09-07', '04:44', 9216),
(36, '2024-09-01', '00:53', 9216),
(37, '2024-09-06', '13:37', 9216),
(38, '2024-09-02', '08:57', 9216),
(39, '2024-09-08', '07:23', 9216),
(40, '2024-09-06', '23:36', 9216),
(41, '2024-09-10', '23:44', 9216),
(42, '2024-09-05', '13:36', 9216),
(43, '2024-09-04', '04:20', 9216),
(44, '2024-09-02', '02:44', 9216),
(45, '2024-09-05', '01:15', 9216),
(46, '2024-09-04', '20:23', 9216),
(47, '2024-09-10', '13:04', 9216),
(48, '2024-09-05', '21:12', 9216),
(49, '2024-09-01', '22:04', 9216),
(50, '2024-09-07', '12:45', 9216),
(51, '2024-09-04', '15:15', 9216),
(52, '2024-09-08', '20:43', 9216),
(53, '2024-09-05', '09:34', 9216),
(54, '2024-09-02', '16:17', 9216),
(55, '2024-09-03', '06:36', 9216),
(56, '2024-09-05', '08:46', 9216),
(57, '2024-09-04', '16:52', 9216),
(58, '2024-09-06', '12:14', 9216),
(59, '2024-09-07', '08:01', 9216),
(60, '2024-09-01', '19:34', 9216),
(61, '2024-09-06', '11:28', 9216),
(62, '2024-09-07', '07:01', 9216),
(63, '2024-09-06', '17:49', 9216),
(64, '2024-09-07', '17:59', 9216),
(65, '2024-09-06', '05:49', 9216),
(66, '2024-09-06', '09:34', 9216),
(67, '2024-09-06', '13:29', 9216),
(68, '2024-09-09', '02:38', 9216),
(69, '2024-09-02', '18:17', 9216),
(70, '2024-09-07', '02:31', 9216),
(71, '2024-09-07', '13:27', 9216),
(72, '2024-09-07', '06:04', 9216),
(73, '2024-09-01', '11:13', 9216),
(74, '2024-09-07', '10:18', 9216),
(75, '2024-09-08', '08:42', 9216),
(76, '2024-09-10', '18:36', 9216),
(77, '2024-09-07', '11:12', 9216),
(78, '2024-09-06', '06:23', 9216),
(79, '2024-09-05', '01:15', 9216),
(80, '2024-09-03', '10:53', 9216),
(81, '2024-09-04', '12:46', 9216),
(82, '2024-09-08', '17:23', 9216),
(83, '2024-09-03', '17:24', 9216),
(84, '2024-09-05', '05:32', 9216),
(85, '2024-09-01', '16:50', 9216),
(86, '2024-09-01', '21:27', 9216),
(87, '2024-09-08', '23:47', 9216),
(88, '2024-09-02', '18:59', 9216),
(89, '2024-09-04', '05:51', 9216),
(90, '2024-09-08', '02:16', 9216),
(91, '2024-09-06', '21:43', 9216),
(92, '2024-09-09', '07:44', 9216),
(93, '2024-09-01', '13:27', 9216),
(94, '2024-09-09', '06:22', 9216),
(95, '2024-09-05', '08:02', 9216),
(96, '2024-09-10', '01:47', 9216),
(97, '2024-09-07', '00:20', 9216),
(98, '2024-09-01', '17:23', 9216),
(99, '2024-09-06', '23:05', 9216),
(100, '2024-09-10', '12:51', 9216),
(1, '2024-09-08', '01:21', 9217),
(2, '2024-09-04', '18:24', 9217),
(3, '2024-09-01', '15:12', 9217),
(4, '2024-09-08', '03:30', 9217),
(5, '2024-09-10', '00:49', 9217),
(6, '2024-09-10', '16:31', 9217),
(7, '2024-09-04', '06:41', 9217),
(8, '2024-09-08', '02:53', 9217),
(9, '2024-09-05', '18:43', 9217),
(10, '2024-09-01', '15:29', 9217),
(11, '2024-09-05', '01:50', 9217),
(12, '2024-09-10', '04:24', 9217),
(13, '2024-09-06', '14:46', 9217),
(14, '2024-09-07', '22:26', 9217),
(15, '2024-09-01', '17:49', 9217),
(16, '2024-09-02', '10:26', 9217),
(17, '2024-09-05', '11:48', 9217),
(18, '2024-09-04', '05:54', 9217),
(19, '2024-09-06', '05:53', 9217),
(20, '2024-09-09', '20:23', 9217),
(21, '2024-09-01', '03:52', 9217),
(22, '2024-09-06', '05:22', 9217),
(23, '2024-09-01', '02:52', 9217),
(24, '2024-09-09', '21:23', 9217),
(25, '2024-09-01', '12:35', 9217),
(26, '2024-09-09', '18:09', 9217),
(27, '2024-09-07', '14:52', 9217),
(28, '2024-09-02', '07:07', 9217),
(29, '2024-09-09', '08:27', 9217),
(30, '2024-09-06', '12:34', 9217),
(31, '2024-09-08', '10:54', 9217),
(32, '2024-09-03', '09:23', 9217),
(33, '2024-09-09', '05:23', 9217),
(34, '2024-09-08', '09:55', 9217),
(35, '2024-09-07', '04:44', 9217),
(36, '2024-09-01', '00:53', 9217),
(37, '2024-09-06', '13:37', 9217),
(38, '2024-09-02', '08:57', 9217),
(39, '2024-09-08', '07:23', 9217),
(40, '2024-09-06', '23:36', 9217),
(41, '2024-09-10', '23:44', 9217),
(42, '2024-09-05', '13:36', 9217),
(43, '2024-09-04', '04:20', 9217),
(44, '2024-09-02', '02:44', 9217),
(45, '2024-09-05', '01:15', 9217),
(46, '2024-09-04', '20:23', 9217),
(47, '2024-09-10', '13:04', 9217),
(48, '2024-09-05', '21:12', 9217),
(49, '2024-09-01', '22:04', 9217),
(50, '2024-09-07', '12:45', 9217),
(51, '2024-09-04', '15:15', 9217),
(52, '2024-09-08', '20:43', 9217),
(53, '2024-09-05', '09:34', 9217),
(54, '2024-09-02', '16:17', 9217),
(55, '2024-09-03', '06:36', 9217),
(56, '2024-09-05', '08:46', 9217),
(57, '2024-09-04', '16:52', 9217),
(58, '2024-09-06', '12:14', 9217),
(59, '2024-09-07', '08:01', 9217),
(60, '2024-09-01', '19:34', 9217),
(61, '2024-09-06', '11:28', 9217),
(62, '2024-09-07', '07:01', 9217),
(63, '2024-09-06', '17:49', 9217),
(64, '2024-09-07', '17:59', 9217),
(65, '2024-09-06', '05:49', 9217),
(66, '2024-09-06', '09:34', 9217),
(67, '2024-09-06', '13:29', 9217),
(68, '2024-09-09', '02:38', 9217),
(69, '2024-09-02', '18:17', 9217),
(70, '2024-09-07', '02:31', 9217),
(71, '2024-09-07', '13:27', 9217),
(72, '2024-09-07', '06:04', 9217),
(73, '2024-09-01', '11:13', 9217),
(74, '2024-09-07', '10:18', 9217),
(75, '2024-09-08', '08:42', 9217),
(76, '2024-09-10', '18:36', 9217),
(77, '2024-09-07', '11:12', 9217),
(78, '2024-09-06', '06:23', 9217),
(79, '2024-09-05', '01:15', 9217),
(80, '2024-09-03', '10:53', 9217),
(81, '2024-09-04', '12:46', 9217),
(82, '2024-09-08', '17:23', 9217),
(83, '2024-09-03', '17:24', 9217),
(84, '2024-09-05', '05:32', 9217),
(85, '2024-09-01', '16:50', 9217),
(86, '2024-09-01', '21:27', 9217),
(87, '2024-09-08', '23:47', 9217),
(88, '2024-09-02', '18:59', 9217),
(89, '2024-09-04', '05:51', 9217),
(90, '2024-09-08', '02:16', 9217),
(91, '2024-09-06', '21:43', 9217),
(92, '2024-09-09', '07:44', 9217),
(93, '2024-09-01', '13:27', 9217),
(94, '2024-09-09', '06:22', 9217),
(95, '2024-09-05', '08:02', 9217),
(96, '2024-09-10', '01:47', 9217),
(97, '2024-09-07', '00:20', 9217),
(98, '2024-09-01', '17:23', 9217),
(99, '2024-09-06', '23:05', 9217),
(100, '2024-09-10', '12:51', 9217),
(1, '2024-09-08', '01:21', 9218),
(2, '2024-09-04', '18:24', 9218),
(3, '2024-09-01', '15:12', 9218),
(4, '2024-09-08', '03:30', 9218),
(5, '2024-09-10', '00:49', 9218),
(6, '2024-09-10', '16:31', 9218),
(7, '2024-09-04', '06:41', 9218),
(8, '2024-09-08', '02:53', 9218),
(9, '2024-09-05', '18:43', 9218),
(10, '2024-09-01', '15:29', 9218),
(11, '2024-09-05', '01:50', 9218),
(12, '2024-09-10', '04:24', 9218),
(13, '2024-09-06', '14:46', 9218),
(14, '2024-09-07', '22:26', 9218),
(15, '2024-09-01', '17:49', 9218),
(16, '2024-09-02', '10:26', 9218),
(17, '2024-09-05', '11:48', 9218),
(18, '2024-09-04', '05:54', 9218),
(19, '2024-09-06', '05:53', 9218),
(20, '2024-09-09', '20:23', 9218),
(21, '2024-09-01', '03:52', 9218),
(22, '2024-09-06', '05:22', 9218),
(23, '2024-09-01', '02:52', 9218),
(24, '2024-09-09', '21:23', 9218),
(25, '2024-09-01', '12:35', 9218),
(26, '2024-09-09', '18:09', 9218),
(27, '2024-09-07', '14:52', 9218),
(28, '2024-09-02', '07:07', 9218),
(29, '2024-09-09', '08:27', 9218),
(30, '2024-09-06', '12:34', 9218),
(31, '2024-09-08', '10:54', 9218),
(32, '2024-09-03', '09:23', 9218),
(33, '2024-09-09', '05:23', 9218),
(34, '2024-09-08', '09:55', 9218),
(35, '2024-09-07', '04:44', 9218),
(36, '2024-09-01', '00:53', 9218),
(37, '2024-09-06', '13:37', 9218),
(38, '2024-09-02', '08:57', 9218),
(39, '2024-09-08', '07:23', 9218),
(40, '2024-09-06', '23:36', 9218),
(41, '2024-09-10', '23:44', 9218),
(42, '2024-09-05', '13:36', 9218),
(43, '2024-09-04', '04:20', 9218),
(44, '2024-09-02', '02:44', 9218),
(45, '2024-09-05', '01:15', 9218),
(46, '2024-09-04', '20:23', 9218),
(47, '2024-09-10', '13:04', 9218),
(48, '2024-09-05', '21:12', 9218),
(49, '2024-09-01', '22:04', 9218),
(50, '2024-09-07', '12:45', 9218),
(51, '2024-09-04', '15:15', 9218),
(52, '2024-09-08', '20:43', 9218),
(53, '2024-09-05', '09:34', 9218),
(54, '2024-09-02', '16:17', 9218),
(55, '2024-09-03', '06:36', 9218),
(56, '2024-09-05', '08:46', 9218),
(57, '2024-09-04', '16:52', 9218),
(58, '2024-09-06', '12:14', 9218),
(59, '2024-09-07', '08:01', 9218),
(60, '2024-09-01', '19:34', 9218),
(61, '2024-09-06', '11:28', 9218),
(62, '2024-09-07', '07:01', 9218),
(63, '2024-09-06', '17:49', 9218),
(64, '2024-09-07', '17:59', 9218),
(65, '2024-09-06', '05:49', 9218),
(66, '2024-09-06', '09:34', 9218),
(67, '2024-09-06', '13:29', 9218),
(68, '2024-09-09', '02:38', 9218),
(69, '2024-09-02', '18:17', 9218),
(70, '2024-09-07', '02:31', 9218),
(71, '2024-09-07', '13:27', 9218),
(72, '2024-09-07', '06:04', 9218),
(73, '2024-09-01', '11:13', 9218),
(74, '2024-09-07', '10:18', 9218),
(75, '2024-09-08', '08:42', 9218),
(76, '2024-09-10', '18:36', 9218),
(77, '2024-09-07', '11:12', 9218),
(78, '2024-09-06', '06:23', 9218),
(79, '2024-09-05', '01:15', 9218),
(80, '2024-09-03', '10:53', 9218),
(81, '2024-09-04', '12:46', 9218),
(82, '2024-09-08', '17:23', 9218),
(83, '2024-09-03', '17:24', 9218),
(84, '2024-09-05', '05:32', 9218),
(85, '2024-09-01', '16:50', 9218),
(86, '2024-09-01', '21:27', 9218),
(87, '2024-09-08', '23:47', 9218),
(88, '2024-09-02', '18:59', 9218),
(89, '2024-09-04', '05:51', 9218),
(90, '2024-09-08', '02:16', 9218),
(91, '2024-09-06', '21:43', 9218),
(92, '2024-09-09', '07:44', 9218),
(93, '2024-09-01', '13:27', 9218),
(94, '2024-09-09', '06:22', 9218),
(95, '2024-09-05', '08:02', 9218),
(96, '2024-09-10', '01:47', 9218),
(97, '2024-09-07', '00:20', 9218),
(98, '2024-09-01', '17:23', 9218),
(99, '2024-09-06', '23:05', 9218),
(100, '2024-09-10', '12:51', 9218),
